ticker,issuer,expense_ratio,aum,spread,asset_class,strategy,region,category,focus,niche,inverse,leveraged,etn,index_prov,selection,weight_schm,act_p_sec
IGM,2,0.48,1200000000,0.04,1,1,1,5,14,1,1,1,1,1,2,1,1
VXX,19,0.89,1200000000,0.08,4,1,1,12,29,23,1,1,2,1,6,5,1
PXF,4,0.45,1190000000,0.11,1,12,2,1,2,1,1,1,1,4,8,11,1
GSY,5,0.28,1180000000,0.02,2,11,4,2,16,13,1,1,1,16,12,9,2
VONV,3,0.12,1170000000,0.04,1,4,1,1,1,4,1,1,1,7,5,4,1
INDY,2,0.93,1170000000,0.06,1,1,7,1,1,1,1,1,1,33,2,1,1
FTSM,12,0.25,1150000000,0.02,2,11,1,2,16,6,1,1,1,16,12,9,2
FBT,12,0.56,1130000000,0.11,1,8,1,5,13,10,1,1,1,15,2,8,1
IPAC,2,0.1,1130000000,0.1,1,1,7,1,2,1,1,1,1,3,2,1,1
XMLV,4,0.25,1120000000,0.08,1,7,1,1,4,1,1,1,1,1,13,10,1
IYY,2,0.2,1120000000,0.04,1,1,1,1,2,1,1,1,1,10,2,1,1
FXO,12,0.64,1110000000,0.06,1,13,1,5,8,1,1,1,1,15,5,2,1
ISTB,2,0.06,1110000000,0.04,2,1,1,2,16,6,1,1,1,6,4,3,1
DFE,8,0.58,1110000000,0.08,1,5,6,1,5,1,1,1,1,14,7,7,1
TILT,13,0.25,1100000000,0.11,1,13,1,1,2,1,1,1,1,17,2,9,1
HACK,24,0.6,1100000000,0.07,1,8,4,5,14,1,1,1,1,34,2,2,1
VTWO,3,0.15,1100000000,0.03,1,1,1,1,5,1,1,1,1,7,2,1,1
SLYG,1,0.15,1100000000,0.25,1,3,1,1,5,3,1,1,1,1,8,1,1
BSJI,5,0.43,1090000000,0.06,2,17,1,3,12,6,1,1,1,35,20,3,1
KWEB,25,0.72,1080000000,0.09,1,1,7,5,14,14,1,1,1,36,2,1,1
BNDS,1,0.08,1080000000,0.08,2,1,1,2,3,2,1,1,1,6,4,3,1
SGOL,26,0.39,1080000000,0.02,3,1,4,4,6,5,1,1,1,9,6,5,1
SCHR,6,0.06,1080000000,0.04,2,1,1,6,18,7,1,1,1,6,4,3,1
QAI,27,0.98,1070000000,0.11,4,13,4,13,31,29,1,1,1,37,5,4,1
AOR,2,0.25,1070000000,0.06,5,18,4,14,32,30,1,1,1,1,12,9,1
IYE,2,0.44,1070000000,0.03,1,1,1,5,15,1,1,1,1,10,2,1,1
IGV,2,0.48,1060000000,0.05,1,1,1,5,14,31,1,1,1,1,2,1,1
FTEC,22,0.08,1060000000,0.05,1,1,1,5,14,1,1,1,1,3,2,1,1
FTA,12,0.62,1060000000,0.04,1,4,1,1,1,4,1,1,1,5,5,2,1
JPIN,14,0.43,1060000000,0.09,1,13,2,1,2,1,1,1,1,4,5,2,1
BSCI,5,0.24,1050000000,0.05,2,17,1,3,3,6,1,1,1,35,20,3,1
STPZ,10,0.2,1050000000,0.06,2,1,1,6,9,6,1,1,1,18,4,3,1
VWOB,3,0.32,1040000000,0.06,2,1,3,9,16,2,1,1,1,6,9,3,1
GXC,1,0.59,1040000000,0.11,1,1,7,1,2,1,1,1,1,1,2,1,1
FXH,12,0.61,1040000000,0.06,1,13,1,5,13,1,1,1,1,15,5,2,1
BSCK,5,0.24,1030000000,0.07,2,17,1,3,3,7,1,1,1,35,20,3,1
IWY,2,0.2,1030000000,0.14,1,3,1,1,1,3,1,1,1,7,5,4,1
FTXO,12,0.6,1020000000,0.19,1,13,1,5,8,17,1,1,1,5,19,4,1
BSCJ,5,0.24,1010000000,0.06,2,17,1,3,3,6,1,1,1,35,20,3,1
NANR,1,0.35,1010000000,0.16,1,1,1,5,26,15,1,1,1,1,2,2,1
ANGL,9,0.35,1010000000,0.08,2,12,1,3,12,2,1,1,1,18,21,3,1
GWL,1,0.34,1010000000,0.1,1,1,2,1,2,1,1,1,1,1,2,1,1
SDIV,28,0.58,1000000000,0.07,1,5,4,8,10,1,1,1,1,38,7,8,1
MDYG,1,0.15,988280000,0.16,1,3,1,1,4,3,1,1,1,1,8,1,1
XHB,1,0.35,976720000,0.03,1,8,1,5,17,22,1,1,1,1,2,8,1
BAB,4,0.28,973500000,0.11,2,1,1,15,3,2,1,1,1,18,4,3,1
XSLV,4,0.25,967830000,0.13,1,7,1,1,5,1,1,1,1,1,13,10,1
SKYY,12,0.6,964680000,0.1,1,8,4,5,14,1,1,1,1,21,2,2,1
IPE,1,0.15,961240000,0.08,2,1,1,6,9,2,1,1,1,6,4,3,1
IGE,2,0.48,957440000,0.04,1,1,1,5,26,15,1,1,1,1,2,1,1
PXH,4,0.49,952710000,0.1,1,12,3,1,2,1,1,1,1,4,8,11,1
IYJ,2,0.44,951320000,0.04,1,1,1,5,20,1,1,1,1,10,2,1,1
IDU,2,0.44,945050000,0.04,1,1,1,5,23,1,1,1,1,10,2,1,1
IQDF,13,0.47,944790000,0.07,1,13,5,1,2,1,1,1,1,29,12,4,1
TLTD,13,0.39,939090000,0.25,1,12,2,1,2,1,1,1,1,17,2,11,1
ECON,29,0.85,937740000,0.16,1,1,3,5,26,32,1,1,1,10,2,1,1
JKD,2,0.2,924680000,0.03,1,13,1,1,1,1,1,1,1,17,5,1,1
FIHD,18,1.65,918530000,0.71,1,5,2,8,10,1,1,2,2,3,7,1,1
NFRA,13,0.47,913640000,0.07,1,1,4,5,26,21,1,1,1,20,2,1,1
FNCL,22,0.08,913470000,0.06,1,1,1,5,8,1,1,1,1,3,2,1,1
UPRO,15,0.94,912800000,0.02,1,1,1,1,1,1,1,2,1,1,1,1,1
PEY,4,0.54,896330000,0.06,1,5,1,8,10,1,1,1,1,5,7,7,1
SPYG,1,0.15,890090000,0.13,1,3,1,1,1,3,1,1,1,1,8,1,1
SLYV,1,0.15,885700000,0.18,1,4,1,1,5,4,1,1,1,1,8,1,1
GWX,1,0.4,882710000,0.15,1,1,2,1,5,1,1,1,1,1,2,1,1
DSI,2,0.5,882650000,0.04,1,19,1,1,2,1,1,1,1,3,22,1,1
PID,4,0.58,878140000,0.09,1,5,5,1,2,1,1,1,1,5,7,7,1
KIE,1,0.35,875180000,0.06,1,8,1,5,8,33,1,1,1,1,2,8,1
DTN,8,0.38,873920000,0.13,1,5,1,1,1,1,1,1,1,14,7,7,1
EWI,2,0.48,863820000,0.03,1,1,6,1,2,1,1,1,1,3,2,1,1
XAR,1,0.35,863240000,0.07,1,8,1,5,20,16,1,1,1,1,2,8,1
IXC,2,0.48,861630000,0.06,1,1,4,5,15,1,1,1,1,1,1,1,1
FPX,12,0.6,860620000,0.06,1,13,1,1,2,1,1,1,1,39,12,1,1
MDIV,12,0.67,856530000,0.16,5,13,1,14,33,34,1,1,1,5,16,13,1
BSJJ,5,0.43,855800000,0.07,2,17,1,3,12,6,1,1,1,35,20,3,1
IYT,2,0.44,852200000,0.04,1,6,1,5,20,35,1,1,1,10,1,6,1
FHLC,22,0.08,849030000,0.06,1,1,1,5,13,1,1,1,1,3,2,1,1
EZM,8,0.38,845440000,0.24,1,12,1,1,4,1,1,1,1,14,17,14,1
RPV,5,0.35,832530000,0.02,1,4,1,1,1,4,1,1,1,1,8,11,1
UYG,15,0.95,822450000,0.08,1,1,1,5,8,1,1,2,1,10,2,1,1
PHO,4,0.61,821670000,0.1,1,8,1,5,26,36,1,1,1,5,2,2,1
GBIL,16,0.12,820490000,0.03,2,1,1,6,18,13,1,1,1,40,4,3,1
DWM,8,0.48,817910000,0.1,1,5,2,1,2,1,1,1,1,14,7,7,1
TDTF,13,0.2,812560000,0.09,2,15,1,6,9,7,1,1,1,8,4,9,1
CLY,2,0.2,811250000,0.06,2,1,1,3,3,9,1,1,1,6,4,3,1
IWC,2,0.6,811230000,0.18,1,1,1,1,34,1,1,1,1,7,2,1,1
MOO,9,0.53,810740000,0.1,1,1,4,5,26,37,1,1,1,31,2,1,1
CORP,10,0.2,810010000,0.15,2,1,1,3,3,2,1,1,1,18,4,3,1
JKE,2,0.25,805430000,0.04,1,3,1,1,1,3,1,1,1,17,5,1,1
CMF,2,0.25,801760000,0.05,2,1,1,10,3,2,1,1,1,1,11,3,1
KBWB,4,0.35,801260000,0.04,1,13,1,5,8,17,1,1,1,41,1,2,1
IFV,12,1.06,787800000,0.18,1,13,5,1,2,1,1,1,1,26,5,2,1
XNTK,1,0.35,781120000,0.14,1,8,1,5,14,1,1,1,1,15,12,8,1
AOM,2,0.25,780780000,0.13,5,18,4,14,32,30,1,1,1,1,12,9,1
JKG,2,0.25,770420000,0.05,1,13,1,1,4,1,1,1,1,17,5,1,1
SLY,1,0.15,767690000,0.17,1,1,1,1,5,1,1,1,1,1,1,1,1
VOOV,3,0.15,765740000,0.1,1,4,1,1,1,4,1,1,1,1,8,1,1
XME,1,0.35,765270000,0.03,1,8,1,5,22,38,1,1,1,1,2,8,1
DJP,19,0.7,759030000,0.05,3,13,4,2,16,39,1,1,2,42,16,4,1
BSCL,5,0.24,754130000,0.09,2,17,1,3,3,7,1,1,1,35,20,3,1
RWL,30,0.39,753180000,0.1,1,12,1,1,1,1,1,1,1,43,1,16,1
LMBS,12,0.67,751700000,0.04,2,11,1,6,19,6,1,1,1,16,12,9,2
JNUG,21,1.19,744270000,0.06,1,1,4,5,22,12,1,2,1,21,2,1,1
PPA,4,0.64,740220000,0.07,1,1,1,5,20,16,1,1,1,15,1,1,1
IVOO,3,0.15,739880000,0.03,1,1,1,1,4,1,1,1,1,1,1,1,1
IGOV,2,0.35,732560000,0.13,2,1,2,9,16,2,1,1,1,1,4,3,1
MDYV,1,0.15,732070000,0.16,1,4,1,1,4,4,1,1,1,1,8,1,1
VONE,3,0.12,730190000,0.03,1,1,1,1,1,1,1,1,1,7,2,1,1
VIDI,23,0.68,728310000,0.3,1,13,5,1,2,1,1,1,1,44,5,2,1
SPXU,15,0.9,727830000,0.07,1,1,1,1,1,1,2,1,1,1,1,1,1
PJP,4,0.57,723550000,0.08,1,13,1,5,13,40,1,1,1,15,5,2,1
DBA,4,0.89,720250000,0.05,3,16,4,16,16,20,1,1,1,19,16,13,1
TDIV,12,0.5,715560000,0.1,1,5,4,5,14,1,1,1,1,5,7,2,1
AOA,2,0.25,714300000,0.07,5,18,4,14,32,41,1,1,1,1,12,9,1
BBH,9,0.35,711080000,0.08,1,1,4,5,13,10,1,1,1,31,2,1,1
OIL,19,0.75,706300000,0.2,3,1,4,11,28,19,1,1,2,1,6,5,1
VIOO,3,0.15,702780000,0.05,1,1,1,1,5,1,1,1,1,1,1,1,1
FNX,12,0.63,695650000,0.13,1,13,1,1,4,1,1,1,1,5,5,2,1
IVOG,3,0.2,693760000,0.07,1,3,1,1,4,3,1,1,1,1,8,1,1
PCEF,4,1.94,691230000,0.09,5,13,4,14,33,34,1,1,1,27,5,4,1
IYC,2,0.44,690560000,0.03,1,1,1,5,17,1,1,1,1,10,2,1,1
XLG,5,0.2,682020000,0.03,1,1,1,1,1,1,1,1,1,1,2,1,1
UCO,15,1.31,680000000,0.06,3,20,4,11,28,39,1,2,1,42,6,5,1
SMH,9,0.36,676320000,0.01,1,1,4,5,14,28,1,1,1,31,2,1,1
TZA,21,1.1,675680000,0.06,1,1,1,1,5,1,2,1,1,7,2,1,1
RYH,5,0.4,664810000,0.06,1,8,1,5,13,1,1,1,1,1,1,8,1
HEWG,2,0.53,661150000,0.04,1,10,6,1,2,1,1,1,1,3,2,1,1
FTC,12,0.62,660520000,0.11,1,3,1,1,1,3,1,1,1,5,5,2,1
EWQ,2,0.48,659670000,0.03,1,1,6,1,2,1,1,1,1,3,2,1,1
IYK,2,0.44,656420000,0.03,1,1,1,5,21,1,1,1,1,10,2,1,1
CSM,15,0.45,655470000,0.14,1,13,1,1,1,1,1,1,1,45,5,4,1
IAT,2,0.44,649740000,0.04,1,1,1,5,8,17,1,1,1,10,2,1,1
IDLV,4,0.25,647460000,0.17,1,7,2,1,2,1,1,1,1,1,13,10,1
FXL,12,0.63,647450000,0.06,1,13,1,5,14,1,1,1,1,15,5,2,1
SQQQ,15,0.95,646360000,0.04,1,2,1,1,1,1,2,1,1,5,3,2,1
IHE,2,0.44,643740000,0.08,1,1,1,5,13,40,1,1,1,10,2,1,1
IVOV,3,0.2,639180000,0.1,1,4,1,1,4,4,1,1,1,1,8,1,1
ITE,1,0.1,638480000,0.08,2,1,1,6,18,7,1,1,1,6,4,3,1
FM,2,0.79,637040000,0.19,1,1,9,1,2,1,1,1,1,3,2,1,1
IYM,2,0.44,636370000,0.04,1,1,1,5,22,1,1,1,1,10,2,1,1
HYMB,1,0.45,636080000,0.16,2,1,1,10,12,2,1,1,1,1,1,3,1
TNA,21,1.09,634690000,0.04,1,1,1,1,5,1,1,2,1,7,2,1,1
UVXY,15,1.3,629440000,0.04,4,1,1,12,29,23,1,2,1,1,6,5,1
KXI,2,0.48,628630000,0.16,1,1,4,5,21,1,1,1,1,1,1,1,1
CGW,5,0.64,627650000,0.09,1,1,4,5,26,36,1,1,1,1,2,1,1
GSIE,16,0.25,621350000,0.24,1,13,2,1,2,1,1,1,1,24,2,2,1
SUSA,2,0.5,621250000,0.06,1,19,1,1,2,1,1,1,1,3,22,1,1
TLH,2,0.15,620390000,0.03,2,1,1,6,18,9,1,1,1,12,4,3,1
MLPA,28,0.47,620170000,0.16,1,1,1,5,15,8,1,1,1,46,1,1,1
FDT,12,0.8,618180000,0.18,1,13,2,1,2,1,1,1,1,5,5,2,1
ASHR,11,0.65,617790000,0.04,1,1,7,1,2,1,1,1,1,36,2,1,1
EDV,3,0.07,616660000,0.2,2,1,1,6,18,9,1,1,1,6,4,3,1
ERUS,2,0.64,601720000,0.05,1,1,6,1,2,1,1,1,1,3,2,1,1
BSCM,5,0.24,598840000,0.12,2,17,1,3,3,7,1,1,1,35,20,3,1
DTD,8,0.28,598300000,0.1,1,5,1,1,2,1,1,1,1,14,7,7,1
BSCH,5,0.24,594140000,0.05,2,17,1,3,3,13,1,1,1,35,20,3,1
TBF,15,0.94,593410000,0.05,2,1,1,6,18,9,2,1,1,12,4,3,1
DFJ,8,0.58,593290000,0.07,1,5,7,1,5,1,1,1,1,14,7,7,1
EWS,2,0.48,592320000,0.04,1,1,7,1,2,1,1,1,1,3,2,1,1
UUP,4,0.8,591400000,0.04,6,13,5,17,35,42,2,1,1,19,16,4,1
FEP,12,0.8,583630000,0.13,1,13,6,1,2,1,1,1,1,5,5,2,1
SPXL,21,1.06,582710000,0.03,1,1,1,1,1,1,1,2,1,1,1,1,1
LIT,28,0.76,579570000,0.11,1,1,4,5,22,38,1,1,1,38,2,1,1
TLO,1,0.1,577400000,0.11,2,1,1,6,18,9,1,1,1,6,4,3,1
GMM,1,0.59,575130000,0.16,1,1,3,1,2,1,1,1,1,1,2,1,1
VIGI,3,0.25,575070000,0.2,1,5,5,1,2,1,1,1,1,5,7,1,1
FIEE,18,1.95,573370000,0.88,1,1,6,1,1,1,1,2,2,20,2,1,1
IFGL,2,0.48,573160000,0.08,1,1,2,5,7,1,1,1,1,4,2,1,1
BSJK,5,0.43,572140000,0.1,2,17,1,3,12,7,1,1,1,35,20,3,1
SNLN,31,0.55,571440000,0.07,2,1,1,3,12,11,1,1,1,8,19,3,1
LRGF,2,0.2,568070000,0.13,1,13,1,1,2,1,1,1,1,3,5,4,1
RFG,5,0.35,560460000,0.1,1,3,1,1,4,3,1,1,1,1,8,11,1
PSK,1,0.45,556790000,0.09,2,1,1,3,11,2,1,1,1,28,4,3,1
VBND,23,0.48,556110000,0.23,2,13,1,2,16,7,1,1,1,44,5,4,1
IHF,2,0.44,554890000,0.07,1,1,1,5,13,43,1,1,1,10,2,1,1
ERX,21,1.08,553270000,0.04,1,1,1,5,15,1,1,2,1,1,1,1,1
PTLC,32,0.62,549490000,0.16,1,21,1,1,1,1,1,1,1,47,16,12,1
EMHY,2,0.5,547890000,0.11,2,1,3,2,12,2,1,1,1,17,9,3,1
TLTE,13,0.59,547710000,0.25,1,12,3,1,2,1,1,1,1,17,2,11,1
SLQD,2,0.06,545570000,0.04,2,1,1,3,3,6,1,1,1,8,4,3,1
PPLT,26,0.6,540480000,0.1,3,1,4,4,36,5,1,1,1,9,6,5,1
VGLT,3,0.07,539740000,0.11,2,1,1,6,16,9,1,1,1,6,4,3,1
SMDV,15,0.4,538890000,0.15,1,5,1,1,5,1,1,1,1,7,7,8,1
PSCT,4,0.29,532540000,0.19,1,1,1,5,14,1,1,1,1,1,1,1,1
DUST,21,1.12,528980000,0.09,1,1,4,5,22,12,2,1,1,15,2,1,1
RWJ,30,0.39,526480000,0.15,1,12,1,1,5,1,1,1,1,43,1,16,1
FEEU,19,0.76,525990000,0.34,1,1,6,1,1,1,1,2,2,20,2,1,1
CDC,33,0.35,520320000,0.1,1,13,1,1,1,1,1,1,1,48,5,17,1
QQEW,12,0.6,517830000,0.05,1,2,1,1,1,1,1,1,1,5,3,8,1
FDD,12,0.6,517560000,0.1,1,5,6,8,10,1,1,1,1,20,7,7,1
URTH,2,0.24,517320000,0.1,1,1,2,1,2,1,1,1,1,3,2,1,1
UGAZ,20,1.65,517210000,0.09,3,1,4,11,37,19,1,2,2,1,6,5,1
RDIV,30,0.39,516120000,0.14,1,12,1,8,10,1,1,1,1,43,7,16,1
VUSE,23,0.55,513420000,0.26,1,13,1,1,2,1,1,1,1,44,5,2,1
VYMI,3,0.32,512610000,0.12,1,5,5,8,10,1,1,1,1,4,7,1,1
EEMA,2,0.49,512600000,0.18,1,1,7,1,2,1,1,1,1,3,2,1,1
THRK,1,0.1,510640000,0.15,1,1,1,1,2,1,1,1,1,7,2,1,1
WIP,1,0.5,507070000,0.24,2,1,5,9,38,2,1,1,1,40,4,3,1
BOTZ,28,0.68,506150000,0.06,1,1,2,1,2,1,1,1,1,49,2,3,1
PDBC,4,0.6,500680000,0.1,3,11,4,2,16,20,1,1,1,16,12,9,2
IHDG,8,0.58,497110000,0.1,1,22,2,1,2,1,1,1,1,14,5,7,1
ECH,2,0.64,496970000,0.09,1,1,8,1,2,1,1,1,1,3,2,1,1
EES,8,0.38,496100000,0.23,1,12,1,1,5,1,1,1,1,14,17,14,1
UNG,17,1.09,495400000,0.15,3,1,4,11,37,19,1,1,1,25,6,5,1
FTCS,12,0.64,495150000,0.12,1,12,1,1,1,1,1,1,1,5,8,8,1
EIDO,2,0.62,494510000,0.04,1,1,7,1,2,1,1,1,1,3,2,1,1
CFO,33,0.35,493750000,0.11,1,13,1,1,1,1,1,1,1,48,5,17,1
EWX,1,0.65,493190000,0.12,1,1,3,1,5,1,1,1,1,1,2,1,1
AMZA,34,1.36,491730000,0.11,1,11,1,5,15,8,1,1,1,16,12,9,2
USCI,17,1.02,490720000,0.11,3,16,4,2,16,20,1,1,1,50,23,8,1
BIB,15,0.95,487830000,0.15,1,2,1,5,13,10,1,2,1,5,3,1,1
FYX,12,0.64,487640000,0.12,1,13,1,1,5,1,1,1,1,5,5,2,1
ONEO,1,0.2,485990000,0.54,1,13,1,1,1,1,1,1,1,7,5,4,1
PFXF,9,0.41,484000000,0.09,2,1,1,3,11,2,1,1,1,28,12,9,1
RHS,5,0.4,483130000,0.04,1,8,1,5,21,1,1,1,1,1,1,8,1
PWB,4,0.57,482160000,0.06,1,3,1,1,1,3,1,1,1,15,5,2,1
ATMP,19,0.95,474400000,0.27,1,12,1,5,15,8,1,1,2,51,8,2,1
AIA,2,0.5,472900000,0.07,1,1,7,1,1,1,1,1,1,1,1,1,1
PNQI,4,0.6,471320000,0.12,1,1,1,5,14,14,1,1,1,5,2,2,1
FGD,12,0.58,470150000,0.19,1,5,4,8,10,1,1,1,1,10,7,7,1
IAGG,2,0.09,469820000,0.14,2,10,5,2,3,2,1,1,1,6,4,3,1
EWD,2,0.48,468970000,0.04,1,1,6,1,2,1,1,1,1,3,2,1,1
DDWM,8,0.35,467760000,0.11,1,23,2,1,2,1,1,1,1,14,7,7,1
AGZ,2,0.2,466600000,0.05,2,1,1,6,39,2,1,1,1,6,4,3,1
IXG,2,0.48,461470000,0.17,1,1,4,5,8,1,1,1,1,1,1,1,1
CRBN,2,0.2,457530000,0.12,1,19,4,1,2,1,1,1,1,3,22,9,1
BSJH,5,0.43,453180000,0.07,2,17,1,3,12,13,1,1,1,35,20,3,1
CLTL,4,0.08,452920000,0.04,2,1,1,6,18,13,1,1,1,12,4,3,1
ONEV,1,0.2,450370000,0.46,1,13,1,1,1,1,1,1,1,7,5,4,1
EWM,2,0.48,449960000,0.03,1,1,7,1,2,1,1,1,1,3,2,1,1
GDVD,35,0.58,448890000,1.36,1,11,4,1,2,1,1,1,1,16,12,9,2
JKL,2,0.3,447650000,0.13,1,4,1,1,5,4,1,1,1,17,5,1,1
AOK,2,0.25,442530000,0.13,5,18,4,14,32,44,1,1,1,1,12,9,1
FXG,12,0.61,440570000,0.05,1,13,1,5,21,1,1,1,1,15,5,2,1
XPH,1,0.35,440420000,0.1,1,8,1,5,13,40,1,1,1,1,2,8,1
REET,2,0.14,438020000,0.12,1,1,4,5,7,1,1,1,1,4,2,1,1
EDIV,1,0.49,430980000,0.17,1,12,3,8,10,1,1,1,1,1,8,7,1
IBDM,2,0.1,428360000,0.13,2,17,1,3,3,7,1,1,1,6,20,3,1
OUSA,36,0.48,427390000,0.1,1,13,1,1,2,1,1,1,1,4,5,4,1
IYZ,2,0.44,424700000,0.09,1,1,1,5,30,1,1,1,1,10,2,1,1
DIV,28,0.45,422760000,0.13,1,13,1,8,10,1,1,1,1,49,5,8,1
GMF,1,0.49,422350000,0.15,1,1,7,1,2,1,1,1,1,1,2,1,1
REZ,2,0.48,418660000,0.11,1,1,1,5,7,1,1,1,1,4,2,1,1
FENY,22,0.08,417590000,0.07,1,1,1,5,15,1,1,1,1,3,2,1,1
FREL,22,0.08,417380000,0.14,1,1,1,5,7,1,1,1,1,3,2,1,1
TUR,2,0.64,416620000,0.09,1,1,6,1,2,1,1,1,1,3,2,1,1
MORL,18,0.8,414020000,0.21,1,1,1,5,26,26,1,2,2,31,2,1,1
FLQE,37,0.55,412800000,0.14,1,13,3,1,2,1,1,1,1,3,5,4,1
REGL,15,0.4,407800000,0.09,1,5,1,1,4,1,1,1,1,1,7,8,1
DOL,8,0.48,405460000,0.11,1,5,2,1,1,1,1,1,1,14,7,7,1
HEEM,2,0.71,401810000,0.18,1,10,3,1,2,1,1,1,1,3,2,1,1
ONEY,1,0.2,398460000,0.45,1,12,1,1,1,1,1,1,1,7,8,11,1
IBDL,2,0.1,395010000,0.09,2,17,1,3,3,7,1,1,1,6,20,3,1
SPXS,21,1.09,393790000,0.03,1,1,1,1,1,1,2,1,1,1,1,1,1
RING,2,0.39,392360000,0.22,1,1,4,5,22,12,1,1,1,3,2,1,1
EZA,2,0.64,392180000,0.08,1,1,10,1,2,1,1,1,1,3,2,1,1
LVHD,38,0.27,389450000,0.14,1,13,1,1,2,1,1,1,1,52,5,4,1
IBDK,2,0.1,389280000,0.07,2,17,1,3,3,6,1,1,1,6,20,3,1
JKI,2,0.3,388320000,0.08,1,4,1,1,4,4,1,1,1,17,5,1,1
FXD,12,0.61,386720000,0.05,1,13,1,5,17,1,1,1,1,15,5,2,1
FEM,12,0.8,385990000,0.15,1,13,3,1,2,1,1,1,1,5,5,2,1
IEO,2,0.44,384490000,0.06,1,1,1,5,15,18,1,1,1,10,2,1,1
JKF,2,0.25,384040000,0.04,1,4,1,1,1,4,1,1,1,17,5,1,1
DBO,4,0.78,382020000,0.12,3,16,4,11,28,20,1,1,1,19,6,5,1
THD,2,0.63,381720000,0.08,1,1,7,1,2,1,1,1,1,3,2,1,1
SIL,28,0.65,380700000,0.23,1,1,4,5,22,45,1,1,1,38,2,1,1
UWT,39,1.5,379770000,0.08,3,1,4,11,28,19,1,2,2,1,6,5,1
TAN,5,0.71,379230000,0.12,1,8,4,5,26,46,1,1,1,53,2,2,1
GREK,28,0.62,377700000,0.11,1,1,6,1,2,1,1,1,1,3,2,1,1
XRT,1,0.35,377070000,0.03,1,8,1,5,17,47,1,1,1,1,1,8,1
DVYE,2,0.49,375780000,0.12,1,12,3,8,10,1,1,1,1,10,8,7,1
PSQ,15,0.95,371660000,0.03,1,2,1,1,1,1,2,1,1,5,3,2,1
EEMO,4,0.29,370910000,0.37,1,14,3,1,2,1,1,1,1,1,14,12,1
EPOL,2,0.63,367600000,0.05,1,1,6,1,2,1,1,1,1,3,2,1,1
RFDI,12,0.83,367360000,0.17,1,11,2,1,2,1,1,1,1,16,12,9,2
AMU,18,0.8,365720000,0.25,1,5,1,5,15,8,1,1,2,13,10,1,1
SIVR,26,0.3,364440000,0.07,3,1,4,4,24,5,1,1,1,9,6,5,1
KBWY,4,0.35,364400000,0.13,1,13,1,5,7,1,1,1,1,41,5,7,1
JHML,40,0.35,356970000,0.14,1,13,1,1,1,1,1,1,1,54,2,4,1
HYEM,9,0.4,356670000,0.15,2,1,3,3,12,2,1,1,1,18,9,3,1
FIDU,22,0.08,354940000,0.1,1,1,1,5,20,1,1,1,1,3,2,1,1
GLTR,26,0.6,352100000,0.05,3,1,4,4,16,5,1,1,1,55,16,13,1
RWM,15,0.95,351800000,0.02,1,1,1,1,5,1,2,1,1,7,2,1,1
TMV,21,1.05,351150000,0.05,2,1,1,6,18,9,2,1,1,12,4,3,1
CFA,33,0.35,350460000,0.11,1,13,1,1,1,1,1,1,1,48,17,10,1
TVIX,20,1.65,350110000,0.06,4,1,1,12,29,23,1,2,2,1,6,5,1
CVY,5,0.84,349260000,0.17,5,13,4,14,33,34,1,1,1,56,5,4,1
PTMC,32,0.63,348970000,0.28,1,21,1,1,4,1,1,1,1,47,16,12,1
TECL,21,1.08,348520000,0.09,1,1,1,5,14,1,1,2,1,1,1,1,1
VTHR,3,0.15,347780000,0.05,1,1,1,1,2,1,1,1,1,7,2,1,1
QID,15,0.95,347080000,0.06,1,2,1,1,1,1,2,1,1,5,3,2,1
PICK,2,0.39,346750000,0.17,1,1,4,5,22,38,1,1,1,3,2,1,1
IGHG,15,0.3,345960000,0.17,2,24,1,3,3,9,1,1,1,40,4,3,1
ICVT,2,0.2,345340000,0.16,2,1,1,3,27,2,1,1,1,6,4,3,1
SPYV,1,0.15,345130000,0.19,1,4,1,1,1,4,1,1,1,1,8,1,1
DDM,15,0.95,342560000,0.02,1,6,1,1,1,1,1,2,1,10,1,6,1
SOXL,21,1.06,342070000,0.13,1,1,1,5,14,28,1,2,1,5,2,1,1
RWK,30,0.39,340680000,0.12,1,12,1,1,4,1,1,1,1,43,1,16,1
SHE,1,0.2,338400000,0.07,1,19,1,1,1,1,1,1,1,57,22,1,1
FNI,12,0.6,338330000,0.13,1,8,7,1,2,1,1,1,1,21,2,2,1
IYLD,2,0.59,337620000,0.16,5,13,4,14,33,34,1,1,1,17,16,13,1
FVC,12,0.89,329370000,0.18,1,14,4,1,2,1,1,1,1,26,14,2,1
IXP,2,0.48,327480000,0.16,1,1,4,5,30,1,1,1,1,1,1,1,1
PBP,4,0.75,326540000,0.15,1,25,1,1,1,1,1,1,1,58,16,13,1
IDOG,7,0.5,325750000,0.2,1,5,2,1,1,1,1,1,1,27,7,8,1
DTH,8,0.58,325720000,0.12,1,5,2,8,10,1,1,1,1,14,7,7,1
RIGS,7,0.17,325340000,0.22,2,11,4,2,16,2,1,1,1,16,12,9,2
FXE,5,0.4,323500000,0.01,6,1,6,18,40,48,1,1,1,59,6,5,1
MXI,2,0.48,322540000,0.16,1,1,4,5,22,1,1,1,1,1,1,1,1
IBDN,2,0.1,320790000,0.15,2,17,1,3,3,7,1,1,1,6,20,3,1
SCIF,9,0.78,319300000,0.19,1,1,7,1,5,1,1,1,1,31,2,1,1
MLPX,28,0.45,316410000,0.16,1,1,1,5,15,8,1,1,1,38,1,2,1
